post_location,warning_time_seconds,with_alert_screenshot,magnitude_on_alert_screenshot,distance_on_alert_screenshot_ml,alert_language,alert_screenshot_with_contour,user_approximate_location_on_alert,alert_type,alert_source,reply_sentiment,felt_shaking,alert_mode,post_alert_action,users_sentiment,users_emotion,helpfulness,system_improvement,alert_arrival_wrt_shaking,shaking_level,shaking_intensity_mmi,alert_received_by_others,indoor_vs_outdoor,user's_accompany,first_earthquake_alert_experience,user's_past_earthquake_experience,past_earthquake_damage_experience,user's_gender,alert_info_recall,aea_info_accuracy,technical_issues_with_alert,alert_info_clearance,reason_for_taking_no_action,future_trust_level,helpfulness_reason,aea_vs_others,reasoning,location_combined,warning_time_binned
UNKNOWN,UNKNOWN,NO,,UNKNOWN,UNKNOWN,NOT_APPLICABLE,NOT_APPLICABLE,UNKNOWN,AEA,NOT_APPLICABLE,FELT SHAKING,UNKNOWN,UNKNOWN,POSITIVE,GRATITUDE,VERY_HELPFUL,UNKNOWN,BEFORE SHAKING,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,['ALERT_SOURCE'],PRECISE,UNKNOWN,CLEAR_TO_UNDERSTAND,UNKNOWN,WILL_TRUST_MORE,PROVIDED_TIME_TO_PREPARE,UNKNOWN,"The user expresses strong gratitude for the Android alert system ('thank you so much for letting me know in advance'). The user explicitly states that without the alert, they would not have realized the earthquake until the last minute, implying the alert arrived before the shaking. The post time was converted from EST to Istanbul time (EST+7). The user's gratitude and reliance on the alert suggest they found it very helpful and accurate, increasing their trust in the system. Many fields are marked 'UNKNOWN' as the user's short tweet does not provide details on their actions, emotions, or specific experience of the shaking.",,
Istanbul,UNKNOWN,YES,5,4260.00%,Turkish,YES,Istanbul,BE AWARE,AEA,NOT_APPLICABLE,UNKNOWN,UNKNOWN,UNKNOWN,POSITIVE,REASSURANCE,HELPFUL,UNKNOWN,BEFORE SHAKING,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LIKELY_MALE,"['ESTIMATED_MAGNITUDE', 'ESTIMATED_DISTANCE', 'ALERT_SOURCE']",PRECISE,UNKNOWN,CLEAR_TO_UNDERSTAND,UNKNOWN,WILL_TRUST_MORE,PROVIDED_TIME_TO_PREPARE,UNKNOWN,"The user expresses a positive sentiment towards the Android alert system, stating 'Android gave a warning seconds ago... That's why science science science...' The screenshot shows the alert with magnitude 5.0 and distance 68.5 km (approximately 42.6 miles). The alert includes a contour map and the user's approximate location in Istanbul. The user seems to trust the system and likely found it helpful. The post time was converted from EST to Istanbul time (EST+7).",Istanbul,
Istanbul,UNKNOWN,NO,,UNKNOWN,UNKNOWN,NOT_APPLICABLE,UNKNOWN,UNKNOWN,AEA,NOT_APPLICABLE,FELT SHAKING,UNKNOWN,UNKNOWN,POSITIVE,GRATITUDE,HELPFUL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,['ESTIMATED_MAGNITUDE'],PRECISE,UNKNOWN,CLEAR_TO_UNDERSTAND,UNKNOWN,WILL_TRUST_MORE,CONFIRMED_IT_WAS_AN_EARTHQUAKE,UNKNOWN,"The user expresses gratitude for the Android Warning System (AEA) informing them about the earthquake, mentioning the magnitude (5.8) and location (Istanbul). The post time was converted from EST to Istanbul time (EST+7). The user's positive sentiment and recall of the magnitude suggest the alert was helpful and accurate. The user's post does not provide details on their actions, emotions, or specific experience of the shaking.",,
Eski_ehir,UNKNOWN,YES,5.8,14040.00%,Turkish,YES,Eski_ehir,BE AWARE,AEA,NOT_APPLICABLE,UNKNOWN,UNKNOWN,SOUGHT_INFO,NEUTRAL,UNKNOWN,NEUTRAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,FEMALE,"['SAFETY_ADVICE', 'ESTIMATED_MAGNITUDE', 'ESTIMATED_DISTANCE', 'ALERT_SOURCE']",UNKNOWN,UNKNOWN,CLEAR_TO_UNDERSTAND,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"The user posted a screenshot of the Android Earthquake Alert, showing the magnitude (5.8), distance (226.0 km, converted to 140.4 miles), and source (Android Deprem Uyarıları Sistemi). The alert language is Turkish. The screenshot includes the alert contour and the user's approximate location. The user is likely female based on the username. The post time was converted from EST to Istanbul time (EST+7). The user is recalling safety advice from the alert. The user is seeking information by posting the alert. The user's sentiment is neutral as they are just sharing the alert information.",Eski_ehir,
UNKNOWN,5,NO,,UNKNOWN,UNKNOWN,NOT_APPLICABLE,NOT_APPLICABLE,UNKNOWN,AEA,NOT_APPLICABLE,UNKNOWN,UNKNOWN,UNKNOWN,NEUTRAL,UNKNOWN,UNKNOWN,UNKNOWN,BEFORE SHAKING,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LIKELY_MALE,['ALERT_SOURCE'],UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"The user states that their company phone (Android) alarmed 5 seconds before. The post time was converted from EST to Istanbul time (EST+7). The user mentions the alert arrived 5 seconds before the earthquake. The alert source is inferred to be AEA since it's an Android phone. The sentiment is neutral as the user simply states a fact without expressing any emotion. Since there is no screenshot, most fields related to the alert's content are marked as 'UNKNOWN'. The user's name 'Okan' is male.",,5-15 sec
Manisa,120,YES,,UNKNOWN,Turkish,NO,NOT_APPLICABLE,UNKNOWN,AEA,NOT_APPLICABLE,UNKNOWN,UNKNOWN,UNKNOWN,POSITIVE,REASSURANCE,HELPFUL,UNKNOWN,BEFORE SHAKING,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LIKELY_MALE,['SAFETY_ADVICE'],PRECISE,UNKNOWN,CLEAR_TO_UNDERSTAND,UNKNOWN,WILL_TRUST_MORE,PROVIDED_TIME_TO_PREPARE,UNKNOWN,The user states that they received a warning from the Android system 2 minutes before the earthquake. The screenshot shows earthquake safety information in Turkish. The user's statement and the presence of safety information suggest a positive sentiment and that the alert was helpful in providing time to prepare. The post time was converted from EST to Istanbul time (EST+7). The user's name 'Ufuk' is male.,,>120 sec
UNKNOWN,UNKNOWN,NO,,UNKNOWN,UNKNOWN,NOT_APPLICABLE,NOT_APPLICABLE,UNKNOWN,AEA,NOT_APPLICABLE,FELT SHAKING,UNKNOWN,UNKNOWN,NEUTRAL,ANXIETY,UNKNOWN,UNKNOWN,BEFORE SHAKING,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,['ESTIMATED_MAGNITUDE'],PRECISE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,CONFIRMED_IT_WAS_AN_EARTHQUAKE,UNKNOWN,"The user mentions that their Android device reported ""about 5.3"" before they even felt the tremor, indicating the alert arrived before the shaking. The user expresses concern about future earthquakes in Istanbul and Bursa, suggesting anxiety. The post time was converted from EST to Istanbul time (EST+7). The user recalls the magnitude information from the alert. The user's statement that the alert arrived before they felt the shaking suggests that the magnitude was accurate. Since the user felt the shaking, the AEA system was helpful in confirming the earthquake.",,
Istanbul,UNKNOWN,YES,5,5120.00%,Turkish,YES,Istanbul,BE AWARE,AEA,NOT_APPLICABLE,FELT SHAKING,UNKNOWN,UNKNOWN,NEGATIVE,SURPRISE,NOT_HELPFUL,YES,AFTER SHAKING,STRONG,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,FEMALE,"['ESTIMATED_MAGNITUDE', 'ESTIMATED_DISTANCE', 'ALERT_SOURCE']",INACCURATE,UNKNOWN,CLEAR_TO_UNDERSTAND,NO_TIME,WILL_TRUST_LESS,IT_ARRIVED_TOO_LATE_TO_BE_USEFUL,UNKNOWN,"The user states that the earthquake happened right after the message arrived, indicating the alert was not helpful because it came too late. The post time was converted from EST to Istanbul time (EST+7). The screenshot shows the magnitude (5.0) and distance (82.5 km, converted to 51.2 miles). The user's negative sentiment and the fact that the alert arrived after the shaking suggest a lack of trust in the system. The user's name 'Filiz' is female.",Istanbul,
Istanbul,UNKNOWN,YES,6,19790.00%,Turkish,YES,Istanbul,TAKE_ACTION_ALERT,AEA,NOT_APPLICABLE,UNKNOWN,UNKNOWN,UNKNOWN,NEUTRAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LIKELY_MALE,"['ESTIMATED_MAGNITUDE', 'ESTIMATED_DISTANCE', 'ALERT_SOURCE']",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"The user reports that a friend in Istanbul received an Android earthquake warning. The screenshot shows the alert with a magnitude of 6.0 and a distance of 318.6 km (approximately 197.9 miles). The alert contour is visible on the screenshot, and the user's approximate location is Istanbul. The alert source is 'Android Deprem Uyarıları Sistemi' (Android Earthquake Alerts System). The post time was converted from EST to Istanbul time (EST+7). Since the alert magnitude is 6.0, it is likely a TAKE_ACTION_ALERT. The user's sentiment is neutral as they are simply reporting the event.",Istanbul,
UNKNOWN,UNKNOWN,NO,,UNKNOWN,UNKNOWN,NOT_APPLICABLE,NOT_APPLICABLE,UNKNOWN,AEA,NOT_APPLICABLE,FELT SHAKING,UNKNOWN,UNKNOWN,NEUTRAL,UNKNOWN,NEUTRAL,UNKNOWN,DURING SHAKING,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LIKELY_MALE,['ALERT_SOURCE'],PRECISE,UNKNOWN,UNKNOWN,NO_TIME,NEUTRAL,IT_ARRIVED_TOO_LATE_TO_BE_USEFUL,UNKNOWN,The user reports receiving an earthquake notification from Android ('Android'den deprem bildirimi geldi') and that the shaking started 1-2 seconds later ('1-2 saniye sonra da sarsıntı ba_ladı'). This indicates the alert arrived during the shaking. The user's sentiment is neutral. The post time was converted from EST to Istanbul time (EST+7). The user's name 'Hakan' is male. The user did not have time to react.,,
UNKNOWN,15-20,YES,5.6,12170.00%,Turkish,NO,NOT_APPLICABLE,BE AWARE,AEA,NOT_APPLICABLE,FELT SHAKING,ALERT_WITH_SOUND,SOUGHT_INFO,NEUTRAL,SURPRISE,NEUTRAL,UNKNOWN,BEFORE SHAKING,WEAK,MMI III,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LIKELY_MALE,"['ESTIMATED_MAGNITUDE', 'ESTIMATED_DISTANCE']",PRECISE,UNKNOWN,CLEAR_TO_UNDERSTAND,UNKNOWN,NEUTRAL,CONFIRMED_IT_WAS_AN_EARTHQUAKE,UNKNOWN,"The user received an Android warning 15-20 seconds before feeling shaking. The alert screenshot shows a magnitude of 5.6 and a distance of approximately 195.9 km (121.7 miles). The user felt weak shaking. The user is surprised by the earthquake and seeks information about its location. The user's post time was converted from EST to Istanbul time (EST+7). The user felt weak shaking, which corresponds to MMI 3. The user's sentiment is neutral, and they are surprised by the earthquake. The user's post suggests a neutral level of trust in the AEA system for future earthquake events.",,
UNKNOWN,UNKNOWN,NO,,UNKNOWN,UNKNOWN,NOT_APPLICABLE,NOT_APPLICABLE,UNKNOWN,AEA,NOT_APPLICABLE,UNKNOWN,UNKNOWN,UNKNOWN,NEUTRAL,SURPRISE,NEUTRAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,OUTDOOR,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LIKELY_MALE,['ALERT_SOURCE'],UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"The user states they are 'on the sea' and received a message from their Android phone about an impending earthquake. The post time was converted from EST to Istanbul time (EST+7). The user expresses surprise at receiving the alert while at sea. Since there is no screenshot, many fields remain 'UNKNOWN' or 'NOT_APPLICABLE'. The user's statement is neutral, simply reporting the event without expressing strong positive or negative feelings. The alert source is inferred to be AEA since the user mentions receiving the alert from their Android phone.",,
UNKNOWN,10,NO,,UNKNOWN,UNKNOWN,NOT_APPLICABLE,NOT_APPLICABLE,UNKNOWN,AEA,NOT_APPLICABLE,FELT SHAKING,UNKNOWN,UNKNOWN,NEUTRAL,SURPRISE,UNKNOWN,UNKNOWN,BEFORE SHAKING,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES,UNKNOWN,UNKNOWN,UNKNOWN,['ALERT_SOURCE'],UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"The user states it's the first time they received an Android earthquake warning and that the earthquake started 10 seconds after the warning. The post time was converted from EST to Istanbul time (EST+7). The user expresses surprise. The user does not provide a screenshot of the alert. The user felt the shaking. Many fields are marked 'UNKNOWN' as the user's short tweet does not provide details on their actions, emotions, or specific experience of the shaking.",,5-15 sec
Manisa,UNKNOWN,NO,,UNKNOWN,UNKNOWN,NOT_APPLICABLE,UNKNOWN,BE AWARE,AEA,NOT_APPLICABLE,UNKNOWN,UNKNOWN,SOUGHT_INFO,NEUTRAL,SURPRISE,NEUTRAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,['ESTIMATED_MAGNITUDE'],UNKNOWN,UNKNOWN,CLEAR_TO_UNDERSTAND,REASON_UNSPECIFIED,NEUTRAL,UNKNOWN,UNKNOWN,"The user reports receiving an Android notification about a 5.8 magnitude earthquake and asks if an earthquake occurred in Manisa. The post's date-time was converted from EST to Istanbul time (EST+7). The user is seeking information, indicating a neutral sentiment and surprise. The user mentions the magnitude, suggesting they recalled that information from the alert. Since the user is asking if an earthquake occurred, it's implied they didn't feel shaking or are unsure. The user took no action other than seeking information. There is no screenshot, so alert details are unknown. The user's trust level is neutral as they are simply asking for confirmation.",,
UNKNOWN,UNKNOWN,NO,,UNKNOWN,UNKNOWN,NOT_APPLICABLE,NOT_APPLICABLE,UNKNOWN,AEA,NOT_APPLICABLE,FELT SHAKING,ALERT_WITH_SOUND,PASSIVE_AWARE,MIXED,"['SURPRISE', 'ANXIETY']",NEUTRAL,UNKNOWN,BEFORE SHAKING,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES,UNKNOWN,UNKNOWN,UNKNOWN,['ALERT_SOURCE'],PRECISE,UNKNOWN,UNKNOWN,DEEMED_UNNECESSARY,WILL_TRUST_MORE,CONFIRMED_IT_WAS_AN_EARTHQUAKE,UNKNOWN,"The user expresses surprise and initial disbelief at receiving the alert, indicating it was their first time. They waited to see if it was accurate and then acknowledged that the system 'really works'. This suggests a mixed sentiment, initially skeptical but ultimately positive. The user states they will be careful from now on, implying a level of anxiety and a willingness to take the alert seriously in the future. The post time was converted from EST to Istanbul time (EST+7). The user's initial disbelief and subsequent change of heart suggest the alert was helpful in confirming the earthquake, but they initially deemed it unnecessary to take action. The user's statement 'This android earthquake warning system really works' indicates they are referring to AEA.",,
Eski_ehir,15-Oct,NO,,UNKNOWN,UNKNOWN,NOT_APPLICABLE,UNKNOWN,UNKNOWN,AEA,NOT_APPLICABLE,FELT SHAKING,UNKNOWN,UNKNOWN,POSITIVE,SURPRISE,HELPFUL,UNKNOWN,BEFORE SHAKING,WEAK,MMI IV,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LIKELY_MALE,['ALERT_SOURCE'],PRECISE,UNKNOWN,UNKNOWN,UNKNOWN,WILL_TRUST_MORE,PROVIDED_TIME_TO_PREPARE,UNKNOWN,"The user reports receiving a warning 10-15 seconds before shaking was felt in Eski_ehir. The user expresses surprise at feeling the shaking even in their location ('burda bile sa_lam sallandık' - 'we were shaken even here'). The post time was converted from EST to Istanbul time (EST+7). The user's experience of receiving the alert before shaking and feeling the shaking contributes to a positive sentiment and suggests the alert was helpful. The level of shaking is inferred from 'sa_lam sallandık' which translates to 'we were shaken strongly', but in the context of Eski_ehir, which is further from the epicenter, it is more likely to be weak shaking. The intensity is estimated to be MMI 4 based on the description of the shaking.",,
UNKNOWN,15-20,NO,,UNKNOWN,UNKNOWN,NOT_APPLICABLE,NOT_APPLICABLE,UNKNOWN,AEA,NOT_APPLICABLE,UNKNOWN,UNKNOWN,UNKNOWN,POSITIVE,GRATITUDE,HELPFUL,UNKNOWN,BEFORE SHAKING,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LIKELY_MALE,['ALERT_SOURCE'],PRECISE,UNKNOWN,UNKNOWN,UNKNOWN,WILL_TRUST_MORE,PROVIDED_TIME_TO_PREPARE,UNKNOWN,"The user expresses a positive sentiment ('tebrik etmek lazım' - 'we should congratulate') towards Android's earthquake warning system, stating that it gave a warning approximately 15-20 seconds in advance. This indicates that the alert arrived before the shaking. The post time was converted from EST to Istanbul time (EST+7). The user's name 'Ça_atay' is male. The user is grateful for the warning, implying it was helpful. The user trusts the system because it provided a warning before the earthquake.",,
Kütahya,UNKNOWN,NO,,UNKNOWN,UNKNOWN,NOT_APPLICABLE,NOT_APPLICABLE,UNKNOWN,AEA,NOT_APPLICABLE,FELT SHAKING,UNKNOWN,UNKNOWN,NEUTRAL,SURPRISE,NEUTRAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LIKELY_MALE,['ESTIMATED_MAGNITUDE'],PRECISE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"The user mentions that the Android earthquake system reported a 5.6 magnitude earthquake and confirms that they felt it in Kütahya. The post time was converted from EST to Istanbul time (EST+7). The user's statement indicates that the magnitude reported by the system aligned with their experience, suggesting perceived accuracy. The user expresses surprise at feeling the earthquake. The user did not include a screenshot of the alert. The user's name 'Semih Kahraman' is male.",,
Istanbul,UNKNOWN,YES,5,4660.00%,Turkish,YES,Istanbul,BE AWARE,AEA,NOT_APPLICABLE,UNKNOWN,UNKNOWN,UNKNOWN,NEUTRAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LIKELY_MALE,"['ESTIMATED_MAGNITUDE', 'ESTIMATED_DISTANCE', 'SAFETY_ADVICE', 'ALERT_SOURCE']",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"The user reports receiving an Android phone warning as an earthquake occurs. The post includes a screenshot of the alert. The time of the post was converted from EST to Istanbul time (EST+7). The alert screenshot shows key details like magnitude (5.0) and distance (75.0 km = 46.6 miles). The user's name 'Sabri Küstür' is male. The alert includes safety advice. The user's sentiment is neutral. Many fields are marked 'UNKNOWN' as the user's short tweet does not provide details on their actions, emotions, or specific experience of the shaking.",Istanbul,
UNKNOWN,40,YES,,UNKNOWN,Turkish,NO,NOT_APPLICABLE,UNKNOWN,AEA,NOT_APPLICABLE,FELT SHAKING,ALERT_WITH_SOUND,EVACUATED,POSITIVE,REASSURANCE,VERY_HELPFUL,UNKNOWN,BEFORE SHAKING,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LIKELY_MALE,['ALERT_SOURCE'],PRECISE,UNKNOWN,CLEAR_TO_UNDERSTAND,UNKNOWN,WILL_TRUST_MORE,PROVIDED_TIME_TO_PREPARE,UNKNOWN,"The user states that 'Android Earthquake Alerts' sent a notification 40-45 seconds before the earthquake. They also mention that the application gave them enough time to get out of the house, indicating they evacuated. The user expresses positive sentiment and reassurance, finding the alert helpful. The post time was converted from EST to Istanbul time (EST+7). The user's name 'Murat' is male. The screenshot is a generic image about earthquake alerts, not the actual alert received.",,30-60 sec
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
